Cipher,LUT,bit_slice,Permutation,Involution,Diff,DiffFreq,Diff1,CardD1,Lin,LinFreq,Lin1,CardL1,max_degree,min_degree,MaxDegreeFreq,MinDegreeFreq,Max_ProductDegrees,LS_number,"max_v (v, w)-linear","max_w (v, w)-linear",Optimal_Class,Cost (GE) TSMC65nm,Cost is Best ,inv_LUT,inv_bit_slice,inv_max_degree,inv_min_degree,inv_MaxDegreeFreq,inv_MinDegreeFreq,inv_Max_ProductDegrees,inv_LS_number,"inv_max_v (v, w)-linear","inv_max_w (v, w)-linear",inv_Optimal_Class
Piccolo,0e040b0203080009010a070f060c050d,aaa5_fc03_1e1d_cd94,True,False,4,24,4,4,8,36,8,7,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,06080304010e0c0a050709020d0f000b,b4e2_3369_aaa5_b714,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
Pride,0004080f01050e0902070a0c0b0d0603,3ccc_6a6a_d748_b2b8,True,True,4,24,4,5,8,36,8,8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,0004080f01050e0902070a0c0b0d0603,3ccc_6a6a_d748_b2b8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
Prost,0004080f01050e0902070a0c0b0d0603,3ccc_6a6a_d748_b2b8,True,True,4,24,4,5,8,36,8,8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,0004080f01050e0902070a0c0b0d0603,3ccc_6a6a_d748_b2b8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
Rectangle,06050c0a010e07090b00030d080f0402,39ac_6867_a569_2dd2,True,False,4,24,2,2,8,36,4,2,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,09040f0a0e0100060c070308020b050d,a91d_c396_369c_e625,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
REC_0,09040f0a0e0100060c070308020b050d,a91d_c396_369c_e625,True,False,4,24,2,2,8,36,4,2,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,06050c0a010e07090b00030d080f0402,39ac_6867_a569_2dd2,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
LBlock_8,08070e050f0d00060b0c090a02040103,0f35_22be_9996_c53a,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,060e0c0f0d030701000a0b0809050204,1e1e_a05f_466b_34f8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_9,0b050f000702090d0408010c0e0a0306,3ac5_9996_f035_44d7,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,030a050e08010f0409060d000b070c02,555a_66cc_b24b_3565,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_6,0b09040e000f0a0d060c050703080102,22eb_0fac_9969_5ca3,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,040e0f0c020a080b0d01060009070305,11ee_a50f_64b6_f384,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_7,0d0a0f000e04090b0201080307050c06,44d7_f035_9996_3ac5,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,0309080b050d0f0c0a0601070e000402,11ee_5af0_9b49_0c7b,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_4,0e050f0007020c0d010804090b0a0603,3ac5_44d7_f035_9996,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,0308050f0a010e04090b0d0c06070002,0f5a_3ccc_b259_272d,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_1,040b0e090f0d000a070c050602080103,22be_0f35_9996_c53a,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,060e0c0f000a0b080d03070109050204,11ee_a50f_466b_3f48,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_5,020d0b0c0f0e0009070a060301080405,22be_c53a_0f35_9996,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,060c000b0e0f0a080d07090203010504,05fa_c333_1a79_7728,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_2,010e070c0f0d00060b0509030204080a,c53a_22be_9996_0f35,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,06000c0b0d0907020e0a0f0803050104,0f3c_a555_17c9_7478,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_3,0706080b000f030e090a0c0d05020401,0fac_5ca3_22eb_9969,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,040f0d060e0c0100020809030a0b0705,3636_c03f_791a_ec46,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
LBlock_0,0e090f000d040a0b0102080307060c05,44d7_f035_3ac5_9996,True,False,4,24,4,4,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,0308090b050f0d0c0a0106070e040002,11ee_3cf0_9d29_0a7d,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
SKINNY_4,0c060900010a020b0308050d040e070f,aaa5_fc03_e1e2_cd94,True,False,4,24,4,4,8,36,8,7,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,030406080c0a010e09020507000b0d0f,e1b8_cc96_aaa5_ed41,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
SC2000_4,02050a0c070f010b0d0600090408030e,a9ac_933a_c2b5_49f2,True,False,4,18,2,4,8,32,8,8,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0a06000e0c0109040d0b020703080f05,6359_c99a_5e0b_db60,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
TWINE,0c000f0a020b090508030d07010e0604,256d_ec85_6a3c_1ee4,True,False,4,15,2,5,8,30,8,7,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G3,0,-,010c04090f070e0b08060305000a0d02,61da_4a76_a6f0_4cb9,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G3
MIBS,040f03080d0a0c000b05070e02060109,897a_2e53_3d26_c716,True,False,4,15,2,5,8,30,4,10,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G3,0,-,070e0c0200090d0a030f050806040b01,4ae6_3647_538b_c761,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G3
KLEIN,07040a09010f0b000c030206080e0d05,716c_e923_2e65_c279,True,True,4,15,2,6,8,30,4,8,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G4,0,-,07040a09010f0b000c030206080e0d05,716c_e923_2e65_c279,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G4
Qarma_sigma1,0a0d0e060f0703050908000c0b010204,1b17_88be_507d_31f2,True,True,4,15,4,8,8,30,8,12,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G4,0,-,0a0d0e060f0703050908000c0b010204,1b17_88be_507d_31f2,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G4
Panda,000103020f0c090b0a060807050e0d04,65f0_fa30_2b9c_58d6,True,True,4,15,4,8,8,30,8,12,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G3,0,-,000103020f0c090b0a060807050e0d04,65f0_fa30_2b9c_58d6,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G3
Qarma_sigma2,0b06080f0c00090e030704050d02010a,90dd_1e9a_a38b_5b49,True,False,4,15,4,9,8,30,8,12,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G12,0,-,050e0d080a0b010902060f00040c0703,24be_7607_c732_c4e5,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G12
PRINCE,0b0f03020a0c0901060708000e050d04,5473_f322_131f_62c7,True,False,4,15,4,12,8,30,8,13,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G13,0,-,0b0703020f0d08090a060400050e0c01,61f1_7632_231f_90b7,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G13
Midori_Sb1,010005030e020f070d0a090b0c080406,3f50_d1d4_8af8_0dcd,True,True,4,15,4,13,8,30,8,14,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G13,0,-,010005030e020f070d0a090b0c080406,3f50_d1d4_8af8_0dcd,3,3,15,15,[3|3|3|4],0,"(2, 2)","(1, 3)",G13
SERPENT_S5,0f05020b040a090c00030e080d060701,1ce9_7493_662d_d24b,True,False,4,18,0,0,8,32,4,6,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G14,0,-,080f020904010d0e0b060503070c0a00,61cb_36d2_5b86_1d6a,3,2,14,1,[3|3|3|4],3,"(3, 1)","(2, 3)",G15
SERPENT_S4,010f08030c000b060205040a090e070d,b856_e692_69ca_d24b,True,False,4,18,0,0,8,32,4,6,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G14,0,-,050008030a09070e020c0b06040f0d01,66b4_7ac1_2dd8_e469,3,2,14,1,[3|3|3|4],3,"(3, 1)","(2, 3)",G15
SERPENT_S2,08060709030c0a0f0d010e04000b0502,25e9_4da6_a4d6_639c,True,False,4,24,0,0,8,36,4,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,0c090f040b0e01020003060d05080a07,6837_9c2d_c6b4_9a56,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
SERPENT_S6,07020c050804060b0e09010f0d030a00,5b94_196d_69c3_3e89,True,False,4,24,0,0,8,36,4,8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,0f0a010d0503060004090e07020c080b,e60b_2d59_9c63_8a3d,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
SERPENT_S3,000f0b080c0906030d0102040a07050e,913e_e952_b4c6_63a6,True,False,4,18,0,0,8,32,4,8,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,00090a070b0e060d03050c0204080f01,64b6_56e8_497c_c39a,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
PRESENT,0c05060b09000a0d030e0f0804070102,0ed9_3687_a74c_659a,True,False,4,24,0,0,8,36,4,8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,050e0f080c01020d0b0406030007090a,c19e_2697_ad46_69a5,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
SERPENT_S7,010d0f000e08020b07040c0a09030506,1cb6_c716_a9d4_7187,True,False,4,18,0,0,8,32,4,8,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,0300060d090e0f08050c0b070a010402,16f8_4b6c_9c65_2d59,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
SERPENT_S1,0f0c02070900050a010b0e08060d0304,2e93_b44b_568d_6359,True,False,4,24,0,0,8,36,4,8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G0,0,-,0508020e0f060c030b040709010d0a00,695a_2679_45bc_3d91,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G2
SERPENT_S0,03080f010a06050b0e0d04020700090c,c396_9764_19b5_52cd,True,False,4,24,0,0,8,36,4,8,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G2,0,-,0d030b000a06050c010e04070f090802,7295_1ee1_9a36_3947,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G0
Noekeon,070a020c04080f000509010e030d0b06,6a6a_a959_d847_7741,True,True,4,24,4,7,8,36,8,6,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8,0,-,070a020c04080f000509010e030d0b06,6a6a_a959_d847_7741,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G8
Qarma_sigma0,000e020a090f080b060403070d0c0105,30fa_bb22_0dae_dcb0,True,True,4,18,4,12,8,32,8,14,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9,0,-,000e020a090f080b060403070d0c0105,30fa_bb22_0dae_dcb0,3,2,14,1,[3|3|3|4],3,"(3, 1)","(1, 3)",G9
Midori_Sb0,0c0a0d030e0b0f070809010500020406,0377_c8d5_a0fa_0eec,True,True,4,24,4,12,8,36,8,15,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,0c0a0d030e0b0f070809010500020406,0377_c8d5_a0fa_0eec,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
MANTIS,0c0a0d030e0b0f070809010500020406,0377_c8d5_a0fa_0eec,True,True,4,24,4,12,8,36,8,15,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1,0,-,0c0a0d030e0b0f070809010500020406,0377_c8d5_a0fa_0eec,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",G1
DES_S6_1,0c010a0f09020608000d03040e07050b,929d_7a49_b46c_e61a,True,False,4,24,0,0,12,1,4,6,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-,0,-,0801050a0b0e060d0704020f00090c03,68b9_4be4_8d78_a996,3,2,14,1,[3|3|3|4],4,"(3, 1)","(2, 3)",-
GIFT,010a040c060f0309020d0b070500080e,c6aa_9a3c_8d72_1ee1,True,False,6,2,2,1,8,36,8,3,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",-,0,-,0d000806020c040b0e07010a03090f05,69a5_c369_5b98_f681,3,2,12,3,[3|3|3|4],9,"(3, 2)","(2, 3)",-
DES_S2_4,0d080a01030f04020b06070c00050e09,c927_6e61_47b4_a539,True,False,6,6,0,0,12,4,4,4,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,0c030704060d090a010f02080b000e05,5ae1_c23d_5696_9366,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
DES_S6_3,090e0f0502080c030700040a010d0b06,6867_a54e_c996_718d,True,False,6,6,0,0,12,4,4,5,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,090c04070a030f0805000b0e060d0102,2cd3_394e_9c78_6569,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
DES_S7_3,01040b0d0c03070e0a0f060800050902,4b9c_26da_87e4_626d,True,False,6,6,0,0,12,4,4,6,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,0c000f05010d0a060b0e080204030709,8765_52ad_6bc4_e13c,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
DES_S4_4,030f00060a010d080904050b0c07020e,99d2_b64a_e81b_2d63,True,False,6,6,0,0,12,4,4,6,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,02050e00090a030d0708040b0c060f01,5ab4_7586_6965_c9d2,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
DES_S4_3,0a0609000c0b070d0f01030e05020804,49b5_99d2_2d63_17e4,True,False,6,6,0,0,12,4,4,6,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,03090d0a0f0c01060e02000504070b08,c13e_39b4_6399_6857,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
DES_S4_2,0d080b05060f00030407020c010a0e09,e827_4b39_66b4_92ad,True,False,6,6,0,0,12,4,4,6,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,060c0a0708030409010f0d020b000e05,5696_c64b_5a2d_97a8,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
DES_S4_1,070d0e030006090a010208050b0c040f,b4c6_e827_92ad_994b,True,False,6,6,0,0,12,4,4,6,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-,0,-,040809030e0b05000a06070c0d01020f,9936_9e51_c738_b46c,3,3,15,15,[3|3|3|4],4,"(2, 2)","(1, 3)",-
DES_S5_3,0402010b0a0d07080f090c050603000e,87b8_9d61_b15a_2b6c,True,False,6,2,0,0,12,2,4,7,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-,0,-,0e02010d000b0c06070904030a050f08,d269_65c9_59a3_6b2c,3,3,15,15,[3|3|3|4],2,"(2, 2)","(1, 3)",-
DES_S2_1,0f01080e060b03040907020d0c00050a,992d_5a99_8679_4b63,True,False,6,3,0,0,12,2,4,4,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-,0,-,0d010a06070e040902080f050c0b0300,36a5_1c79_653c_6c93,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-
DES_S6_4,0403020c09050f0a0b0e01070600080d,c3d8_9a69_1bc6_8d72,True,False,6,3,0,0,12,2,4,4,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-,0,-,0d0a020100050c0b0e040708030f0906,69c3_a761_b586_74a9,3,2,14,1,[3|3|3|4],5,"(3, 1)","(2, 3)",-
DES_S8_3,070b0401090c0e0200060a0d0f030508,9c72_5a65_36c3_781b,True,False,6,5,0,0,12,3,4,4,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-,0,-,0803070d020e09000f040a01050b060c,a569_d32c_6536_394e,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-
DES_S8_1,0d020804060f0b010a09030e05000c07,4b65_d839_8d72_96e1,True,False,6,4,0,0,12,1,4,4,3,2,12,3,[3|3|3|4],10,"(3, 2)","(2, 3)",-,0,-,0d07010a030c040f020908060e000b05,56a9_98e3_599a_c297,3,2,12,3,[3|3|3|4],10,"(3, 2)","(2, 3)",-
DES_S5_2,0e0b020c04070d0105000f0a03090806,6c4b_8579_9c27_35e2,True,False,6,5,0,0,12,3,4,7,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-,0,-,0907020c04080f050e0d0b010306000a,8769_23da_b546_1ec3,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-
DES_S5_4,0b080c07010e020d060f00090a040503,1aa7_63ac_9369_ca99,True,False,6,5,0,0,12,3,4,8,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-,0,-,0a04060f0d0e0803010b0c0002070509,8679_643e_32ad_e398,3,2,14,1,[3|3|3|4],6,"(3, 1)","(2, 3)",-
DES_S6_2,0a0f0402070c090506010d0e000b0308,ac63_0db6_691b_66d2,True,False,8,1,0,0,12,3,4,6,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-,0,-,0c09030e020708040f06000d050a0b01,694b_1ba9_633c_d926,3,3,15,15,[3|3|3|4],3,"(2, 2)","(1, 3)",-
DES_S2_2,030d04070f02080e0c00010a06090b05,69d2_919e_58b9_e41b,True,False,8,1,0,0,12,2,4,4,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,090a0500020f0c03060d0b0e08010704,1e63_cb64_4db2_66a5,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
DES_S3_4,010a0d0006090807040f0e030b05020c,9666_a794_5e92_3aa5,True,False,8,3,0,0,12,4,4,4,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-,0,-,03000e0b080d04070605010c0f020a09,d83c_1be4_718d_96a9,3,2,12,3,[3|3|3|4],13,"(3, 2)","(2, 3)",-
DES_S3_2,0d0700090304060a0208050e0c0b0f01,7a89_5c63_69d2_e41b,True,False,8,1,0,0,12,4,4,4,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,020f0804050a06010903070d0c000b0e,d926_9c5a_c663_4f92,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
DES_S3_3,0d060409080f03000b01020c050a0e07,6939_d827_e562_9369,True,False,8,1,0,0,12,2,4,4,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,07090a06020c010f04030d080b000e05,5ca6_c5a9_529d_96c3,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
DES_S7_1,040b020e0f00080d030c0907050a0601,26da_5a99_691e_9d92,True,False,8,1,0,0,12,4,4,4,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,050f0208000c0e0b060a0d0109070304,16ea_a563_63c6_7c83,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
DES_S8_4,02010e07040a080d0f0c09000305060b,87e4_639c_d12d_b58a,True,False,8,1,0,0,12,4,4,4,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0b01000c040d0e03060a050f09070208,9a69_2d78_6bc1_3ca3,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
DES_S7_4,060b0d0801040a070905000f0e02030c,994e_9aa5_78c3_4b96,True,False,8,2,0,0,12,5,4,5,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-,0,-,0a040d0e05090007030806010f020c0b,d22d_549e_b589_99b4,3,2,14,1,[3|3|3|4],8,"(3, 1)","(2, 3)",-
DES_S2_3,000e070b0a040d0105080c060903020f,965a_8d66_e81e_b1cc,True,False,8,1,0,0,12,2,4,6,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,00070e0d05080b02090c04030a06010f,936c_a61e_b8c6_c95a,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
DES_S1_1,0e040d01020f0b08030a060c05090007,2ae5_9c27_8771_b16c,True,False,8,1,0,0,12,4,4,6,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0e030408010c0a0f070d09060b020005,16e9_8ba5_39c3_9792,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
DES_S1_4,0f0c080204090107050b030e0a00060d,9a27_c993_5e89_87e1,True,False,8,1,0,0,12,2,4,6,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,0d06030a04080e0702050c09010f0b00,6c69_26d3_61ce_7a85,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
DES_S7_2,0d000b070409010a0e03050c020f0806,69a5_ad19_b38c_266d,True,False,8,1,0,0,12,2,4,6,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-,0,-,01060c09040a0f030e0507020b00080d,d16c_8756_1de2_96c9,3,2,12,3,[3|3|3|4],11,"(3, 2)","(2, 3)",-
DES_S1_3,04010e080d06020b0f0c0907030a0500,279c_4b35_39e4_5d92,True,False,8,1,0,0,12,4,4,7,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-,0,-,0f01060c000e050b030a0d0709040208,96a9_2c6d_4ba5_1dc3,3,2,14,1,[3|3|3|4],7,"(3, 1)","(2, 3)",-
